business_description,domain_name,complexity,relevance,diversity,originality,overall_score
organic haven fitness apparel in near the river for busy professionals,riverfit.com,complex,0.3298720717430115,0.7089476585388184,0.9166666666666666,0.6518287989828322
organic haven fitness apparel in near the river for busy professionals,apparelhubgear.org,complex,0.44313353300094604,0.7089476585388184,0.9230769230769231,0.6917193715388958
organic haven fitness apparel in near the river for busy professionals,fitness-style.co,complex,0.5834159255027771,0.7089476585388184,0.9166666666666666,0.7363434169027541
premium art gallery in near the river,near-studio.io,medium,0.4080907106399536,0.533227264881134,0.875,0.6054393450419108
premium art gallery in near the river,premiumworksstudio.com,medium,0.38383418321609497,0.533227264881134,0.8888888888888888,0.6019834555961467
premium art gallery in near the river,artcanvas.net,medium,0.41114163398742676,0.533227264881134,0.875,0.6064563194910685
mythic nexus for innovative ideas,ideashub.com,medium,0.34933650493621826,0.6167250275611877,0.8333333333333334,0.5997983084784614
mythic nexus for innovative ideas,nexusworks.co,medium,0.41980403661727905,0.6167250275611877,0.8333333333333334,0.6232874857054816
mythic nexus for innovative ideas,innovativecorner.org,medium,0.44915640354156494,0.6167250275611877,0.8333333333333334,0.633071588145362
luminous clothing boutique in neighborhood,inthreads.com,medium,0.16002340614795685,0.6065816283226013,0.8333333333333334,0.5333127843009101
luminous clothing boutique in neighborhood,neighborhoodfashion.co,medium,0.4180968403816223,0.6065816283226013,0.8333333333333334,0.6193372772799598
luminous clothing boutique in neighborhood,clothingfashion.net,medium,0.5117136240005493,0.6065816283226013,0.8333333333333334,0.6505428718196021
luminous fitness apparel in neighborhood,neighborhoodfit.com,medium,0.3016381859779358,0.6909345984458923,0.8333333333333334,0.608635382519828
luminous fitness apparel in neighborhood,neighborhoodhubstyle.io,medium,0.400223046541214,0.6909345984458923,0.8571428571428572,0.6494335106440953
luminous fitness apparel in neighborhood,fitness-gear.io,medium,0.47901344299316406,0.6909345984458923,0.8333333333333334,0.6677604781256782
premium online store,store-store.com,simple,0.6003488302230835,0.6255021691322327,0.6666666666666667,0.6308392418755425
premium online store,premiumcorner.net,simple,0.6529778242111206,0.6255021691322327,0.75,0.6761600077152252
premium online store,shopbazaar.org,simple,0.46685513854026794,0.6255021691322327,1.0,0.6974524458249409
ethereal travel agency,traveltours.net,simple,0.47658681869506836,0.4656212329864502,0.75,0.5640693604946136
ethereal travel agency,tourstravel.com,simple,0.3692847192287445,0.4656212329864502,0.75,0.5283019840717316
ethereal travel agency,agencyjourney.net,simple,0.5168236494064331,0.4656212329864502,0.75,0.5774816274642944
tiny bookstore,bookstorecornervault.com,simple,0.650265097618103,0.16143859922885895,0.75,0.5205678939819336
tiny bookstore,bookstorebooks.co,simple,0.6952675580978394,0.16143859922885895,0.6666666666666667,0.5077909363640679
tiny bookstore,bookstorehubstore.org,simple,0.6888589859008789,0.16143859922885895,0.75,0.5334325432777405
quantum music school,musicharmony.co,simple,0.3992909789085388,0.587989091873169,0.75,0.5790933668613434
quantum music school,quantumnotes.co,simple,0.5470016598701477,0.587989091873169,0.75,0.628330260515213
quantum music school,quantumstudio.org,simple,0.6475932598114014,0.587989091873169,0.75,0.6618607938289642
mythic cosmetics brand in near the river,nearcornerbeauty.net,medium,0.46544045209884644,0.5330325961112976,0.8888888888888888,0.6291206456996776
mythic cosmetics brand in near the river,riverstudio.io,medium,0.3177810609340668,0.5330325961112976,0.875,0.5752712289492289
mythic cosmetics brand in near the river,nearvanity.io,medium,0.22538620233535767,0.5330325961112976,0.875,0.5444729427496592
bright arena educational platform in city center specializing in community events,inworksplatform.net,complex,0.07884883880615234,0.6945130228996277,0.8181818181818181,0.5305145599625327
bright arena educational platform in city center specializing in community events,specializingacademy.io,complex,0.2376450002193451,0.6945130228996277,0.9090909090909091,0.613749673872283
bright arena educational platform in city center specializing in community events,inhubacademy.co,complex,0.1914515197277069,0.6945130228996277,0.9166666666666666,0.6008770796987746
fresh law firm,lawcounsel.co,simple,0.5042873620986938,0.6549241542816162,0.75,0.6364038586616516
fresh law firm,firmpartners.net,simple,0.35312455892562866,0.6549241542816162,0.75,0.5860162377357483
fresh law firm,freshlaw.org,simple,0.6999348402023315,0.6549241542816162,0.33333333333333337,0.5627307958073087
copyright website,__BLOCKED__,medium,0.18742868304252625,-1.1920928955078125e-07,1.0,0.39580952127774555
copyright website,__BLOCKED__,medium,0.18742868304252625,-1.1920928955078125e-07,1.0,0.39580952127774555
copyright website,__BLOCKED__,medium,0.18742868304252625,-1.1920928955078125e-07,1.0,0.39580952127774555
atomic music school in near the river,schoolworksharmony.co,medium,0.45113521814346313,0.6020112037658691,0.8888888888888888,0.647345123467622
atomic music school in near the river,melodyacademy.co,medium,0.35870999097824097,0.6020112037658691,1.0,0.6535737415154774
atomic music school in near the river,thehubmelody.org,medium,0.250078022480011,0.6020112037658691,0.8888888888888888,0.5803260483123638
dynamic coffee shop in suburban area,dynamiccoffee.io,medium,0.44945332407951355,0.6729251742362976,0.6666666666666667,0.596348418129815
dynamic coffee shop in suburban area,shopworkscafe.org,medium,0.43406909704208374,0.6729251742362976,0.875,0.6606647769610087
dynamic coffee shop in suburban area,coffeerobrew.org,medium,0.49063414335250854,0.6729251742362976,0.875,0.6795197824637095
quantum bookstore in downtown,incornerstore.com,medium,0.23865512013435364,0.6630871891975403,0.8333333333333334,0.5783585773573982
quantum bookstore in downtown,quantumworksstore.com,medium,0.5982549786567688,0.6630871891975403,0.8333333333333334,0.6982251869307624
quantum bookstore in downtown,readstore.co,medium,0.4414934813976288,0.6630871891975403,1.0,0.7015269001324971
artisan chocolate shop in historic downtown,artischocolatedelight.com,medium,0.14948715269565582,0.7628545165061951,0.8888888888888888,0.6004102207996227
artisan chocolate shop in historic downtown,inworksweet.net,medium,0.015220824629068375,0.7628545165061951,0.875,0.5510251323382059
artisan chocolate shop in historic downtown,chocolatedelight.co,medium,0.5358031988143921,0.7628545165061951,0.8571428571428572,0.7186002305575779
family-run bakery specializing in sourdough,familybakery.com,simple,0.35169386863708496,0.6139768958091736,0.6666666666666667,0.5441124869717492
family-run bakery specializing in sourdough,sourdoughhub.net,simple,0.5665085315704346,0.6139768958091736,0.8571428571428572,0.6792094281741551
family-run bakery specializing in sourdough,bakeryfamilybake.org,simple,0.7161381244659424,0.6139768958091736,0.7142857142857143,0.6814669214543843
eco-friendly landscaping services,landscapegarden.com,medium,0.5801372528076172,0.5475112795829773,1.0,0.7092161973317463
eco-friendly landscaping services,greenworkslandscaping.net,medium,0.37099331617355347,0.5475112795829773,0.8333333333333334,0.583945976363288
eco-friendly landscaping services,gardentransform.co,medium,0.29456061124801636,0.5475112795829773,1.0,0.6140239735444386
independent coffee roaster with local blends,roasterroaster.com,simple,0.42536458373069763,0.6817743182182312,0.8333333333333334,0.6468241082297431
independent coffee roaster with local blends,localblendscoffee.net,simple,0.2879418730735779,0.6817743182182312,0.5,0.48990539709726966
independent coffee roaster with local blends,coffeeroaster.co,simple,0.3366677165031433,0.6817743182182312,0.6666666666666667,0.5617029203308953
vintage clothing store with curated collections,vintageclothingstore.com,medium,0.6690191030502319,0.7734100222587585,0.5,0.6474763850371043
vintage clothing store with curated collections,curatedcollectionstore.org,medium,0.5829322338104248,0.7734100222587585,0.8888888888888888,0.7484104015209057
vintage clothing store with curated collections,timelessthreads.net,medium,0.2323397994041443,0.7734100222587585,1.0,0.6685832937558491
high-end interior design consultancy,highendinteriordesign.com,complex,0.33921384811401367,0.6301384568214417,0.19999999999999996,0.38978410164515176
high-end interior design consultancy,premiumstyle.net,complex,0.20219697058200836,0.6301384568214417,1.0,0.6107784708340962
high-end interior design consultancy,interiordesignstudio.org,complex,0.5289206504821777,0.6301384568214417,0.6666666666666667,0.6085752679242028
mobile app development studio for small businesses,mobileappsstudio.com,complex,0.5640481114387512,0.5209625363349915,0.75,0.6116702258586884
mobile app development studio for small businesses,smallbizapps.net,complex,0.5116157531738281,0.5209625363349915,0.8888888888888888,0.6404890694000103
mobile app development studio for small businesses,appdevhub.org,complex,0.5678205490112305,0.5209625363349915,0.8888888888888888,0.659224001345811
urban yoga and wellness center,urbanyoga.com,medium,0.3238338828086853,0.6878120303153992,0.6,0.5372153043746948
urban yoga and wellness center,wellnesshub.net,medium,0.513664186000824,0.6878120303153992,0.8333333333333334,0.6782698498831855
urban yoga and wellness center,studiozen.org,medium,0.27225461602211,0.6878120303153992,1.0,0.6533555587132771
boutique florist for weddings and events,boutiqueflowers.com,medium,0.603251576423645,0.4268839657306671,0.8571428571428572,0.6290928295680455
boutique florist for weddings and events,weddingflorist.net,medium,0.7938498258590698,0.4268839657306671,0.8571428571428572,0.6926255396434239
boutique florist for weddings and events,floristboutique.org,medium,0.7971917390823364,0.4268839657306671,0.6666666666666667,0.6302474869622124
artisan cheese shop in suburban market,incheese.com,medium,0.1280200332403183,0.5816184878349304,0.6666666666666667,0.458768410815133
artisan cheese shop in suburban market,suburbancornercheese.org,medium,0.4453040361404419,0.5816184878349304,0.7142857142857143,0.5804027460870289
artisan cheese shop in suburban market,artisancheese.net,medium,0.47841978073120117,0.5816184878349304,0.6666666666666667,0.575568331612481
independent bookstore with reading events,bookstorereads.com,simple,0.6785800457000732,0.5591493248939514,0.8333333333333334,0.6903542445765601
independent bookstore with reading events,independentreads.net,simple,0.4940999746322632,0.5591493248939514,0.8333333333333334,0.6288608776198493
independent bookstore with reading events,bookstorecornerlibrary.org,simple,0.6339836120605469,0.5591493248939514,0.8571428571428572,0.6834252646991185
specialty tea shop with rare blends,specialtyteashop.com,medium,0.40905264019966125,0.6359214782714844,0.5,0.5149913827578226
specialty tea shop with rare blends,rareblendstea.net,medium,0.27904319763183594,0.6359214782714844,0.5,0.47165490190188086
specialty tea shop with rare blends,teaworkstea.org,medium,0.4882504343986511,0.6359214782714844,0.8571428571428572,0.6604382566043309
local craft brewery with seasonal releases,localbrewery.com,medium,0.4644719958305359,0.6591917872428894,0.6666666666666667,0.5967768265141381
local craft brewery with seasonal releases,seasonalcraftbeer.org,medium,0.49215221405029297,0.6591917872428894,0.7142857142857143,0.6218765817937397
local craft brewery with seasonal releases,craftbrewerystudio.net,medium,0.3152428865432739,0.6591917872428894,0.7142857142857143,0.5629068158921742
dog grooming and daycare in suburban area,suburbank9.com,simple,0.2881789207458496,0.7429720759391785,0.8888888888888888,0.6400133051254131
dog grooming and daycare in suburban area,inpaw.net,simple,0.11948366463184357,0.7429720759391785,0.875,0.5791519085566202
dog grooming and daycare in suburban area,dogcarecornergroom.co,simple,0.5233381986618042,0.7429720759391785,0.9,0.7221034348011017
community-driven coworking space,communitycoworking.com,medium,0.46848025918006897,0.6099840998649597,0.8333333333333334,0.6372659073935615
community-driven coworking space,sharedhub.net,medium,0.20942705869674683,0.6099840998649597,1.0,0.6064703961213429
community-driven coworking space,co-workstudio.org,medium,0.26984506845474243,0.6099840998649597,1.0,0.6266097327073414
premium handmade candle shop,handmadecandles.com,medium,0.5358536839485168,0.6898372769355774,0.8,0.675230340162913
premium handmade candle shop,candleworkscraft.org,medium,0.6488049030303955,0.6898372769355774,0.8333333333333334,0.7239918576346503
premium handmade candle shop,premiumcraft.net,medium,0.21633630990982056,0.6898372769355774,0.8,0.5687245289484659
artisan pottery studio with workshops,artisanpottery.com,medium,0.47875553369522095,0.7734832763671875,0.6,0.6174129366874694
artisan pottery studio with workshops,studioworksstudio.net,medium,0.3418444097042084,0.7734832763671875,0.8333333333333334,0.6495536731349097
artisan pottery studio with workshops,claycreations.co,medium,0.42855626344680786,0.7734832763671875,1.0,0.7340131898721058
local bike repair and rental shop,bikerepairhub.com,simple,0.4759213328361511,0.4156975746154785,0.7142857142857143,0.5353015505132221
local bike repair and rental shop,localbikeshop.net,simple,0.610258936882019,0.4156975746154785,0.5,0.5086521903673807
local bike repair and rental shop,bikerepairstudio.org,simple,0.3610071539878845,0.4156975746154785,0.7142857142857143,0.496996834164574
independent record store with vinyl collection,vinyleretro.com,medium,0.4998001456260681,0.6093764305114746,0.875,0.6613921920458475
independent record store with vinyl collection,independentrecordstore.net,medium,0.5844712257385254,0.6093764305114746,0.5,0.5646158854166666
independent record store with vinyl collection,store-records.org,medium,0.6368926763534546,0.6093764305114746,0.8571428571428572,0.7011373213359288
eco-conscious fashion label,stylefashion.org,medium,0.42482131719589233,0.7002897262573242,0.8,0.6417036811510721
eco-conscious fashion label,ecofashionstudio.com,medium,0.4348369240760803,0.7002897262573242,0.6,0.5783755600452423
eco-conscious fashion label,consciousapparel.net,medium,0.25510653853416443,0.7002897262573242,0.8,0.585132078329722
urban photography studio,urbanimages.com,medium,0.5502720475196838,0.5961025357246399,0.75,0.6321248710155487
urban photography studio,cityworksstudio.net,medium,0.5444129109382629,0.5961025357246399,0.8,0.6468385020891825
urban photography studio,photographyhubphotos.com,medium,0.5367488861083984,0.5961025357246399,0.8,0.6442838172117868
vintage furniture restoration workshop,vintagedesignstudio.com,medium,0.49265342950820923,0.6716547012329102,0.8333333333333334,0.6658804880248176
vintage furniture restoration workshop,restorationhub.net,medium,0.48611265420913696,0.6716547012329102,0.8,0.6525891284147898
vintage furniture restoration workshop,furniturevintage.org,medium,0.5920472145080566,0.6716547012329102,0.5,0.5879006485144297
gourmet sandwich deli in downtown,gourmetdeli.com,simple,0.5080863237380981,0.6661497950553894,0.6,0.5914120495319366
gourmet sandwich deli in downtown,downtownsandwiches.net,simple,0.34562012553215027,0.6661497950553894,0.8333333333333334,0.6150344179736243
gourmet sandwich deli in downtown,freshbake.org,simple,0.18381451070308685,0.6661497950553894,1.0,0.6166547735532124
luxury spa and wellness retreat,luxuryspa.com,complex,0.4563712477684021,0.6325058341026306,0.6,0.5629590272903442
luxury spa and wellness retreat,wellnessretreat.net,complex,0.4513018727302551,0.6325058341026306,0.6,0.5612692356109619
luxury spa and wellness retreat,sparelax.org,complex,0.23437665402889252,0.6325058341026306,0.8333333333333334,0.566738592253791
independent film production company,indiefilms.com,complex,0.4701094329357147,0.6288614273071289,1.0,0.6996569534142811
independent film production company,reelcreations.net,complex,0.26007580757141113,0.6288614273071289,1.0,0.6296457548936207
independent film production company,cinemareel.co,complex,0.47157323360443115,0.6288614273071289,1.0,0.7001449068387349
handmade jewelry boutique,handmadejewelry.com,medium,0.5901075005531311,0.6416186690330505,0.33333333333333337,0.5216865009731717
handmade jewelry boutique,artisanrings.net,medium,0.42676693201065063,0.6416186690330505,1.0,0.6894618769486744
handmade jewelry boutique,gemshubstudio.org,medium,0.33935612440109253,0.6416186690330505,1.0,0.6603249510129292
community theater group,communityworkstheater.com,simple,0.3194911479949951,0.5221972465515137,0.5,0.44722948471705115
community theater group,theaterhubstage.org,simple,0.7137574553489685,0.5221972465515137,0.8,0.6786515871683756
community theater group,communitytheater.net,simple,0.3819597065448761,0.5221972465515137,0.33333333333333337,0.41249675220913357
organic skincare brand,organicessence.com,medium,0.5599101185798645,0.6619160771369934,0.75,0.6572754085063934
organic skincare brand,skincarestudio.net,medium,0.5993894934654236,0.6619160771369934,1.0,0.7537685235341389
organic skincare brand,freshglow.co,medium,0.3481559157371521,0.6619160771369934,1.0,0.6700239976247151
tech-focused coworking space for startups,coworkinghubhub.com,complex,0.21453621983528137,0.7303876876831055,1.0,0.6483079691727955
tech-focused coworking space for startups,techcoworkspace.net,complex,0.4292384684085846,0.7303876876831055,0.75,0.6365420520305634
tech-focused coworking space for startups,startupworkhub.org,complex,0.5140082240104675,0.7303876876831055,1.0,0.7481319804986317
premium coffee subscription service,coffeecornerbeans.io,medium,0.5133867263793945,0.3808394968509674,0.8333333333333334,0.5758532153235542
premium coffee subscription service,premiumcoffeecorner.io,medium,0.5283799767494202,0.3808394968509674,0.6,0.5030731678009033
premium coffee subscription service,coffeecoffee.io,medium,0.5924139022827148,0.3808394968509674,0.75,0.5744178295135498
